year,month,scope,category,type,value
2026,7,二轮,70ml<排量≤80ml,排量,65.0
2026,7,二轮,80ml<排量≤90ml,排量,682.0
2026,7,二轮,90ml<排量≤100ml,排量,18095.0
2026,7,二轮,100ml<排量≤110ml,排量,208493.0
2026,7,二轮,110ml<排量≤125ml,排量,439020.0
2026,7,二轮,125ml<排量≤150ml,排量,362375.0
2026,7,二轮,150ml<排量≤200ml,排量,162575.0
2026,7,二轮,200ml<排量≤250ml,排量,60758.0
2026,7,二轮,250ml<排量≤400ml,排量,38327.0
2026,7,二轮,400ml<排量≤500ml,排量,7738.0
2026,7,二轮,500ml<排量≤800ml,排量,10256.0
2026,7,二轮,排量>800ml,排量,5018.0
2026,7,电动,电动摩托车,总量,4326.0
2026,7,三轮,三轮,汇总,55586.0
2026,7,二轮,跨骑式,车型,984889.0
2026,7,二轮,弯梁式,车型,233136.0
2026,7,二轮,踏板式,车型,142986.0
