year,month,manufacturer,scope,category,indicator,value
2023,9,三友控股集团银友摩托车有限公司,二轮,110ml<排量≤125ml,生产,3861.0
2023,9,三友控股集团银友摩托车有限公司,二轮,110ml<排量≤125ml,销售,3861.0
2023,9,三友控股集团银友摩托车有限公司,二轮,125ml<排量≤150ml,生产,1972.0
2023,9,三友控股集团银友摩托车有限公司,二轮,125ml<排量≤150ml,销售,1972.0
2023,9,三友控股集团银友摩托车有限公司,二轮,排量≤50ml,生产,78.0
2023,9,三友控股集团银友摩托车有限公司,二轮,排量≤50ml,销售,78.0
2023,9,上海本菱摩托车制造有限公司,二轮,100ml<排量≤110ml,生产,12.0
2023,9,上海本菱摩托车制造有限公司,二轮,100ml<排量≤110ml,销售,12.0
2023,9,上海本菱摩托车制造有限公司,二轮,110ml<排量≤125ml,生产,179.0
2023,9,上海本菱摩托车制造有限公司,二轮,110ml<排量≤125ml,销售,179.0
2023,9,上海本菱摩托车制造有限公司,二轮,90ml<排量≤100ml,生产,8.0
2023,9,上海本菱摩托车制造有限公司,二轮,90ml<排量≤100ml,销售,8.0
2023,9,东莞市台铃车业有限公司,电动,电动摩托车,生产,57269.0
2023,9,东莞市台铃车业有限公司,电动,电动摩托车,销售,61467.0
2023,9,五羊-本田摩托（广州）有限公司,三轮,100ml<排量≤150ml,生产,2360.0
2023,9,五羊-本田摩托（广州）有限公司,三轮,100ml<排量≤150ml,销售,2360.0
2023,9,五羊-本田摩托（广州）有限公司,二轮,100ml<排量≤110ml,生产,3100.0
2023,9,五羊-本田摩托（广州）有限公司,二轮,100ml<排量≤110ml,销售,7301.0
2023,9,五羊-本田摩托（广州）有限公司,二轮,110ml<排量≤125ml,生产,27061.0
2023,9,五羊-本田摩托（广州）有限公司,二轮,110ml<排量≤125ml,销售,28887.0
2023,9,五羊-本田摩托（广州）有限公司,二轮,125ml<排量≤150ml,生产,5660.0
2023,9,五羊-本田摩托（广州）有限公司,二轮,125ml<排量≤150ml,销售,8650.0
2023,9,五羊-本田摩托（广州）有限公司,二轮,150ml<排量≤200ml,生产,4401.0
2023,9,五羊-本田摩托（广州）有限公司,二轮,150ml<排量≤200ml,销售,2350.0
2023,9,五羊-本田摩托（广州）有限公司,二轮,250ml<排量≤400ml,销售,814.0
2023,9,五羊-本田摩托（广州）有限公司,二轮,90ml<排量≤100ml,生产,530.0
2023,9,五羊-本田摩托（广州）有限公司,二轮,90ml<排量≤100ml,销售,2091.0
2023,9,五羊-本田摩托（广州）有限公司,二轮,排量≤50ml,生产,192.0
2023,9,五羊-本田摩托（广州）有限公司,二轮,排量≤50ml,销售,192.0
2023,9,五羊-本田摩托（广州）有限公司,电动,电动摩托车,生产,1560.0
2023,9,五羊-本田摩托（广州）有限公司,电动,电动摩托车,销售,1643.0
2023,9,佛山市佛斯弟摩托车制造有限公司,二轮,125ml<排量≤150ml,生产,2342.0
2023,9,佛山市佛斯弟摩托车制造有限公司,二轮,125ml<排量≤150ml,销售,2342.0
2023,9,力帆实业（集团）股份有限公司,三轮,100ml<排量≤150ml,生产,999.0
2023,9,力帆实业（集团）股份有限公司,三轮,100ml<排量≤150ml,销售,1341.0
2023,9,力帆实业（集团）股份有限公司,三轮,150ml<排量≤250ml,生产,2064.0
2023,9,力帆实业（集团）股份有限公司,三轮,150ml<排量≤250ml,销售,1016.0
2023,9,力帆实业（集团）股份有限公司,三轮,排量>250ml,生产,104.0
2023,9,力帆实业（集团）股份有限公司,三轮,排量>250ml,销售,68.0
2023,9,力帆实业（集团）股份有限公司,二轮,100ml<排量≤110ml,生产,1942.0
2023,9,力帆实业（集团）股份有限公司,二轮,100ml<排量≤110ml,销售,1170.0
2023,9,力帆实业（集团）股份有限公司,二轮,110ml<排量≤125ml,生产,3757.0
2023,9,力帆实业（集团）股份有限公司,二轮,110ml<排量≤125ml,销售,8309.0
2023,9,力帆实业（集团）股份有限公司,二轮,125ml<排量≤150ml,生产,14067.0
2023,9,力帆实业（集团）股份有限公司,二轮,125ml<排量≤150ml,销售,14692.0
2023,9,力帆实业（集团）股份有限公司,二轮,150ml<排量≤200ml,生产,4666.0
2023,9,力帆实业（集团）股份有限公司,二轮,150ml<排量≤200ml,销售,4709.0
2023,9,力帆实业（集团）股份有限公司,二轮,200ml<排量≤250ml,生产,859.0
2023,9,力帆实业（集团）股份有限公司,二轮,200ml<排量≤250ml,销售,834.0
2023,9,力帆实业（集团）股份有限公司,二轮,250ml<排量≤400ml,生产,178.0
2023,9,力帆实业（集团）股份有限公司,二轮,250ml<排量≤400ml,销售,136.0
2023,9,力帆实业（集团）股份有限公司,二轮,90ml<排量≤100ml,生产,1179.0
2023,9,力帆实业（集团）股份有限公司,二轮,90ml<排量≤100ml,销售,299.0
2023,9,力帆实业（集团）股份有限公司,二轮,排量≤50ml,生产,3700.0
2023,9,力帆实业（集团）股份有限公司,二轮,排量≤50ml,销售,3637.0
2023,9,力帆实业（集团）股份有限公司,电动,电动摩托车,生产,91.0
2023,9,力帆实业（集团）股份有限公司,电动,电动摩托车,销售,104.0
2023,9,厦门厦杏摩托有限公司,二轮,100ml<排量≤110ml,销售,14.0
2023,9,厦门厦杏摩托有限公司,二轮,110ml<排量≤125ml,生产,4940.0
2023,9,厦门厦杏摩托有限公司,二轮,110ml<排量≤125ml,销售,5545.0
2023,9,厦门厦杏摩托有限公司,二轮,125ml<排量≤150ml,生产,3234.0
2023,9,厦门厦杏摩托有限公司,二轮,125ml<排量≤150ml,销售,4628.0
2023,9,厦门厦杏摩托有限公司,二轮,150ml<排量≤200ml,生产,4189.0
2023,9,厦门厦杏摩托有限公司,二轮,150ml<排量≤200ml,销售,3219.0
2023,9,厦门厦杏摩托有限公司,二轮,250ml<排量≤400ml,生产,1045.0
2023,9,厦门厦杏摩托有限公司,二轮,250ml<排量≤400ml,销售,1265.0
2023,9,厦门厦杏摩托有限公司,二轮,400ml<排量≤500ml,销售,2.0
2023,9,厦门厦杏摩托有限公司,二轮,排量≤50ml,生产,2183.0
2023,9,厦门厦杏摩托有限公司,二轮,排量≤50ml,销售,2031.0
2023,9,台州市椒江之威摩托车制造有限公司,二轮,110ml<排量≤125ml,生产,4362.0
2023,9,台州市椒江之威摩托车制造有限公司,二轮,110ml<排量≤125ml,销售,4304.0
2023,9,台州市椒江之威摩托车制造有限公司,二轮,125ml<排量≤150ml,生产,118.0
2023,9,台州市椒江之威摩托车制造有限公司,二轮,125ml<排量≤150ml,销售,115.0
2023,9,台州市椒江之威摩托车制造有限公司,二轮,排量≤50ml,生产,147.0
2023,9,台州市椒江之威摩托车制造有限公司,二轮,排量≤50ml,销售,148.0
2023,9,台州市王野机车有限责任公司,二轮,110ml<排量≤125ml,生产,399.0
2023,9,台州市王野机车有限责任公司,二轮,110ml<排量≤125ml,销售,399.0
2023,9,台州市王野机车有限责任公司,二轮,125ml<排量≤150ml,生产,9187.0
2023,9,台州市王野机车有限责任公司,二轮,125ml<排量≤150ml,销售,9187.0
2023,9,台州市王野机车有限责任公司,二轮,90ml<排量≤100ml,生产,35.0
2023,9,台州市王野机车有限责任公司,二轮,90ml<排量≤100ml,销售,35.0
2023,9,台州市王野机车有限责任公司,二轮,排量≤50ml,生产,192.0
2023,9,台州市王野机车有限责任公司,二轮,排量≤50ml,销售,192.0
2023,9,台州市王野机车有限责任公司,电动,电动摩托车,生产,273.0
2023,9,台州市王野机车有限责任公司,电动,电动摩托车,销售,273.0
2023,9,增城市东阳摩托车实业有限公司,二轮,110ml<排量≤125ml,生产,630.0
2023,9,增城市东阳摩托车实业有限公司,二轮,110ml<排量≤125ml,销售,630.0
2023,9,增城市东阳摩托车实业有限公司,二轮,125ml<排量≤150ml,生产,2206.0
2023,9,增城市东阳摩托车实业有限公司,二轮,125ml<排量≤150ml,销售,1454.0
2023,9,宁波东方凌云车辆制造有限公司,三轮,100ml<排量≤150ml,销售,3.0
2023,9,宁波东方凌云车辆制造有限公司,二轮,110ml<排量≤125ml,生产,1747.0
2023,9,宁波东方凌云车辆制造有限公司,二轮,110ml<排量≤125ml,销售,1907.0
2023,9,宁波东方凌云车辆制造有限公司,二轮,125ml<排量≤150ml,生产,371.0
2023,9,宁波东方凌云车辆制造有限公司,二轮,125ml<排量≤150ml,销售,431.0
2023,9,宁波东方凌云车辆制造有限公司,二轮,150ml<排量≤200ml,生产,276.0
2023,9,宁波东方凌云车辆制造有限公司,二轮,150ml<排量≤200ml,销售,233.0
2023,9,宁波东方凌云车辆制造有限公司,二轮,200ml<排量≤250ml,生产,201.0
2023,9,宁波东方凌云车辆制造有限公司,二轮,200ml<排量≤250ml,销售,184.0
2023,9,宁波东方凌云车辆制造有限公司,二轮,250ml<排量≤400ml,生产,137.0
2023,9,宁波东方凌云车辆制造有限公司,二轮,250ml<排量≤400ml,销售,159.0
2023,9,宁波东方凌云车辆制造有限公司,电动,电动摩托车,生产,614.0
2023,9,宁波东方凌云车辆制造有限公司,电动,电动摩托车,销售,662.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,110ml<排量≤125ml,生产,312.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,110ml<排量≤125ml,销售,487.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,125ml<排量≤150ml,生产,2364.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,125ml<排量≤150ml,销售,3254.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,150ml<排量≤200ml,生产,550.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,150ml<排量≤200ml,销售,1167.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,200ml<排量≤250ml,生产,3075.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,200ml<排量≤250ml,销售,922.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,250ml<排量≤400ml,生产,221.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,250ml<排量≤400ml,销售,257.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,400ml<排量≤500ml,生产,1.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,500ml<排量≤800ml,销售,1.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,排量≤50ml,生产,1576.0
2023,9,宁波市龙嘉动力科技有限公司,二轮,排量≤50ml,销售,1557.0
2023,9,宁波市龙嘉摩托车有限公司,三轮,100ml<排量≤150ml,生产,628.0
2023,9,宁波市龙嘉摩托车有限公司,三轮,100ml<排量≤150ml,销售,388.0
2023,9,宁波市龙嘉摩托车有限公司,三轮,150ml<排量≤250ml,生产,4168.0
2023,9,宁波市龙嘉摩托车有限公司,三轮,150ml<排量≤250ml,销售,3275.0
2023,9,宁波市龙嘉摩托车有限公司,二轮,150ml<排量≤200ml,生产,311.0
2023,9,宁波市龙嘉摩托车有限公司,二轮,150ml<排量≤200ml,销售,311.0
2023,9,宁波市龙嘉摩托车有限公司,二轮,250ml<排量≤400ml,生产,94.0
2023,9,宁波市龙嘉摩托车有限公司,二轮,250ml<排量≤400ml,销售,94.0
2023,9,宁波市龙嘉摩托车有限公司,二轮,排量≤50ml,生产,9.0
2023,9,宁波市龙嘉摩托车有限公司,二轮,排量≤50ml,销售,9.0
2023,9,宗申产业集团有限公司,三轮,100ml<排量≤150ml,生产,14516.0
2023,9,宗申产业集团有限公司,三轮,100ml<排量≤150ml,销售,14515.0
2023,9,宗申产业集团有限公司,三轮,150ml<排量≤250ml,生产,15982.0
2023,9,宗申产业集团有限公司,三轮,150ml<排量≤250ml,销售,15820.0
2023,9,宗申产业集团有限公司,三轮,排量>250ml,生产,227.0
2023,9,宗申产业集团有限公司,三轮,排量>250ml,销售,126.0
2023,9,宗申产业集团有限公司,二轮,100ml<排量≤110ml,生产,8079.0
2023,9,宗申产业集团有限公司,二轮,100ml<排量≤110ml,销售,7126.0
2023,9,宗申产业集团有限公司,二轮,110ml<排量≤125ml,生产,20701.0
2023,9,宗申产业集团有限公司,二轮,110ml<排量≤125ml,销售,19587.0
2023,9,宗申产业集团有限公司,二轮,125ml<排量≤150ml,生产,7197.0
2023,9,宗申产业集团有限公司,二轮,125ml<排量≤150ml,销售,7335.0
2023,9,宗申产业集团有限公司,二轮,150ml<排量≤200ml,生产,4052.0
2023,9,宗申产业集团有限公司,二轮,150ml<排量≤200ml,销售,4670.0
2023,9,宗申产业集团有限公司,二轮,200ml<排量≤250ml,生产,998.0
2023,9,宗申产业集团有限公司,二轮,200ml<排量≤250ml,销售,1464.0
2023,9,宗申产业集团有限公司,二轮,250ml<排量≤400ml,生产,388.0
2023,9,宗申产业集团有限公司,二轮,250ml<排量≤400ml,销售,544.0
2023,9,宗申产业集团有限公司,二轮,500ml<排量≤800ml,生产,15.0
2023,9,宗申产业集团有限公司,二轮,500ml<排量≤800ml,销售,23.0
2023,9,宗申产业集团有限公司,二轮,90ml<排量≤100ml,生产,35.0
2023,9,宗申产业集团有限公司,二轮,90ml<排量≤100ml,销售,53.0
2023,9,宗申产业集团有限公司,二轮,排量≤50ml,生产,3405.0
2023,9,宗申产业集团有限公司,二轮,排量≤50ml,销售,3407.0
2023,9,宗申产业集团有限公司,电动,电动摩托车,生产,37668.0
2023,9,宗申产业集团有限公司,电动,电动摩托车,销售,37668.0
2023,9,宝岛车业集团有限公司,电动,电动摩托车,生产,4366.0
2023,9,宝岛车业集团有限公司,电动,电动摩托车,销售,4366.0
2023,9,山东巴士新能源车业有限公司,电动,电动摩托车,生产,11518.0
2023,9,山东巴士新能源车业有限公司,电动,电动摩托车,销售,12081.0
2023,9,山东马拉贝斯车业有限公司,三轮,100ml<排量≤150ml,生产,145.0
2023,9,山东马拉贝斯车业有限公司,三轮,100ml<排量≤150ml,销售,145.0
2023,9,山东马拉贝斯车业有限公司,三轮,排量>250ml,生产,333.0
2023,9,山东马拉贝斯车业有限公司,三轮,排量>250ml,销售,333.0
2023,9,常州光阳摩托车有限公司,二轮,110ml<排量≤125ml,生产,1828.0
2023,9,常州光阳摩托车有限公司,二轮,110ml<排量≤125ml,销售,1398.0
2023,9,常州光阳摩托车有限公司,二轮,125ml<排量≤150ml,生产,1351.0
2023,9,常州光阳摩托车有限公司,二轮,125ml<排量≤150ml,销售,1352.0
2023,9,常州光阳摩托车有限公司,二轮,150ml<排量≤200ml,生产,46.0
2023,9,常州光阳摩托车有限公司,二轮,150ml<排量≤200ml,销售,106.0
2023,9,常州光阳摩托车有限公司,二轮,200ml<排量≤250ml,生产,647.0
2023,9,常州光阳摩托车有限公司,二轮,200ml<排量≤250ml,销售,806.0
2023,9,常州光阳摩托车有限公司,二轮,250ml<排量≤400ml,生产,159.0
2023,9,常州光阳摩托车有限公司,二轮,250ml<排量≤400ml,销售,475.0
2023,9,常州光阳摩托车有限公司,二轮,500ml<排量≤800ml,生产,65.0
2023,9,常州光阳摩托车有限公司,二轮,500ml<排量≤800ml,销售,77.0
2023,9,常州光阳摩托车有限公司,二轮,排量≤50ml,生产,537.0
2023,9,常州光阳摩托车有限公司,二轮,排量≤50ml,销售,489.0
2023,9,广东大冶摩托车技术有限公司,二轮,100ml<排量≤110ml,生产,94.0
2023,9,广东大冶摩托车技术有限公司,二轮,100ml<排量≤110ml,销售,94.0
2023,9,广东大冶摩托车技术有限公司,二轮,110ml<排量≤125ml,生产,13761.0
2023,9,广东大冶摩托车技术有限公司,二轮,110ml<排量≤125ml,销售,12015.0
2023,9,广东大冶摩托车技术有限公司,二轮,125ml<排量≤150ml,生产,27182.0
2023,9,广东大冶摩托车技术有限公司,二轮,125ml<排量≤150ml,销售,26012.0
2023,9,广东大冶摩托车技术有限公司,二轮,150ml<排量≤200ml,生产,4351.0
2023,9,广东大冶摩托车技术有限公司,二轮,150ml<排量≤200ml,销售,4351.0
2023,9,广东大冶摩托车技术有限公司,二轮,250ml<排量≤400ml,生产,6162.0
2023,9,广东大冶摩托车技术有限公司,二轮,250ml<排量≤400ml,销售,6162.0
2023,9,广东大联统摩托车有限公司,电动,电动摩托车,生产,551.0
2023,9,广东大联统摩托车有限公司,电动,电动摩托车,销售,551.0
2023,9,广东星际机车科技有限公司,三轮,100ml<排量≤150ml,生产,1927.0
2023,9,广东星际机车科技有限公司,三轮,100ml<排量≤150ml,销售,1927.0
2023,9,广东星际机车科技有限公司,三轮,150ml<排量≤250ml,生产,1636.0
2023,9,广东星际机车科技有限公司,三轮,150ml<排量≤250ml,销售,1636.0
2023,9,广东星际机车科技有限公司,二轮,110ml<排量≤125ml,生产,506.0
2023,9,广东星际机车科技有限公司,二轮,110ml<排量≤125ml,销售,506.0
2023,9,广东星际机车科技有限公司,二轮,125ml<排量≤150ml,生产,2113.0
2023,9,广东星际机车科技有限公司,二轮,125ml<排量≤150ml,销售,2113.0
2023,9,广东星际机车科技有限公司,二轮,150ml<排量≤200ml,生产,2035.0
2023,9,广东星际机车科技有限公司,二轮,150ml<排量≤200ml,销售,2035.0
2023,9,广州三雅摩托车有限公司,二轮,110ml<排量≤125ml,生产,4707.0
2023,9,广州三雅摩托车有限公司,二轮,110ml<排量≤125ml,销售,4705.0
2023,9,广州三雅摩托车有限公司,二轮,125ml<排量≤150ml,生产,4598.0
2023,9,广州三雅摩托车有限公司,二轮,125ml<排量≤150ml,销售,4622.0
2023,9,广州三雅摩托车有限公司,二轮,150ml<排量≤200ml,生产,316.0
2023,9,广州三雅摩托车有限公司,二轮,150ml<排量≤200ml,销售,316.0
2023,9,广州三雅摩托车有限公司,二轮,90ml<排量≤100ml,生产,5667.0
2023,9,广州三雅摩托车有限公司,二轮,90ml<排量≤100ml,销售,5660.0
2023,9,广州五羊摩托有限公司,二轮,100ml<排量≤110ml,生产,912.0
2023,9,广州五羊摩托有限公司,二轮,100ml<排量≤110ml,销售,1052.0
2023,9,广州五羊摩托有限公司,二轮,110ml<排量≤125ml,生产,1075.0
2023,9,广州五羊摩托有限公司,二轮,110ml<排量≤125ml,销售,1044.0
2023,9,广州五羊摩托有限公司,二轮,125ml<排量≤150ml,生产,434.0
2023,9,广州五羊摩托有限公司,二轮,125ml<排量≤150ml,销售,563.0
2023,9,广州五羊摩托有限公司,二轮,90ml<排量≤100ml,生产,374.0
2023,9,广州五羊摩托有限公司,二轮,90ml<排量≤100ml,销售,380.0
2023,9,广州大运摩托车有限公司,三轮,100ml<排量≤150ml,生产,8034.0
2023,9,广州大运摩托车有限公司,三轮,100ml<排量≤150ml,销售,8011.0
2023,9,广州大运摩托车有限公司,三轮,150ml<排量≤250ml,生产,5254.0
2023,9,广州大运摩托车有限公司,三轮,150ml<排量≤250ml,销售,5275.0
2023,9,广州大运摩托车有限公司,二轮,100ml<排量≤110ml,生产,2124.0
2023,9,广州大运摩托车有限公司,二轮,100ml<排量≤110ml,销售,2153.0
2023,9,广州大运摩托车有限公司,二轮,110ml<排量≤125ml,生产,4491.0
2023,9,广州大运摩托车有限公司,二轮,110ml<排量≤125ml,销售,4460.0
2023,9,广州大运摩托车有限公司,二轮,125ml<排量≤150ml,生产,14409.0
2023,9,广州大运摩托车有限公司,二轮,125ml<排量≤150ml,销售,14523.0
2023,9,广州大运摩托车有限公司,二轮,150ml<排量≤200ml,生产,3535.0
2023,9,广州大运摩托车有限公司,二轮,150ml<排量≤200ml,销售,3619.0
2023,9,广州大运摩托车有限公司,二轮,200ml<排量≤250ml,生产,2228.0
2023,9,广州大运摩托车有限公司,二轮,200ml<排量≤250ml,销售,2360.0
2023,9,广州大运摩托车有限公司,二轮,250ml<排量≤400ml,生产,38.0
2023,9,广州大运摩托车有限公司,二轮,250ml<排量≤400ml,销售,18.0
2023,9,广州大运摩托车有限公司,二轮,90ml<排量≤100ml,生产,2035.0
2023,9,广州大运摩托车有限公司,二轮,90ml<排量≤100ml,销售,2077.0
2023,9,广州天马集团天马摩托车有限公司,二轮,100ml<排量≤110ml,生产,12562.0
2023,9,广州天马集团天马摩托车有限公司,二轮,100ml<排量≤110ml,销售,9758.0
2023,9,广州天马集团天马摩托车有限公司,二轮,110ml<排量≤125ml,生产,732.0
2023,9,广州天马集团天马摩托车有限公司,二轮,110ml<排量≤125ml,销售,636.0
2023,9,广州天马集团天马摩托车有限公司,二轮,125ml<排量≤150ml,生产,98.0
2023,9,广州天马集团天马摩托车有限公司,二轮,125ml<排量≤150ml,销售,292.0
2023,9,广州天马集团天马摩托车有限公司,二轮,排量≤50ml,生产,2611.0
2023,9,广州天马集团天马摩托车有限公司,二轮,排量≤50ml,销售,1242.0
2023,9,广州番禺豪剑摩托车工业有限公司,二轮,110ml<排量≤125ml,生产,420.0
2023,9,广州番禺豪剑摩托车工业有限公司,二轮,110ml<排量≤125ml,销售,420.0
2023,9,广州番禺豪剑摩托车工业有限公司,二轮,125ml<排量≤150ml,生产,210.0
2023,9,广州番禺豪剑摩托车工业有限公司,二轮,125ml<排量≤150ml,销售,210.0
2023,9,广州番禺豪剑摩托车工业有限公司,二轮,200ml<排量≤250ml,生产,384.0
2023,9,广州番禺豪剑摩托车工业有限公司,二轮,200ml<排量≤250ml,销售,384.0
2023,9,广州福羊科技有限公司,二轮,110ml<排量≤125ml,生产,6439.0
2023,9,广州福羊科技有限公司,二轮,110ml<排量≤125ml,销售,6439.0
2023,9,广州豪进摩托车股份有限公司,三轮,100ml<排量≤150ml,生产,709.0
2023,9,广州豪进摩托车股份有限公司,三轮,100ml<排量≤150ml,销售,619.0
2023,9,广州豪进摩托车股份有限公司,三轮,150ml<排量≤250ml,生产,21.0
2023,9,广州豪进摩托车股份有限公司,三轮,150ml<排量≤250ml,销售,20.0
2023,9,广州豪进摩托车股份有限公司,二轮,100ml<排量≤110ml,生产,868.0
2023,9,广州豪进摩托车股份有限公司,二轮,100ml<排量≤110ml,销售,1550.0
2023,9,广州豪进摩托车股份有限公司,二轮,110ml<排量≤125ml,生产,12498.0
2023,9,广州豪进摩托车股份有限公司,二轮,110ml<排量≤125ml,销售,15327.0
2023,9,广州豪进摩托车股份有限公司,二轮,125ml<排量≤150ml,生产,9488.0
2023,9,广州豪进摩托车股份有限公司,二轮,125ml<排量≤150ml,销售,10159.0
2023,9,广州豪进摩托车股份有限公司,二轮,150ml<排量≤200ml,生产,1900.0
2023,9,广州豪进摩托车股份有限公司,二轮,150ml<排量≤200ml,销售,1760.0
2023,9,广州豪进摩托车股份有限公司,二轮,500ml<排量≤800ml,销售,2.0
2023,9,康超集团广州摩托车制造有限公司,二轮,110ml<排量≤125ml,生产,2101.0
2023,9,康超集团广州摩托车制造有限公司,二轮,110ml<排量≤125ml,销售,2101.0
2023,9,康超集团广州摩托车制造有限公司,二轮,125ml<排量≤150ml,生产,1901.0
2023,9,康超集团广州摩托车制造有限公司,二轮,125ml<排量≤150ml,销售,1901.0
2023,9,康超集团广州摩托车制造有限公司,二轮,150ml<排量≤200ml,生产,294.0
2023,9,康超集团广州摩托车制造有限公司,二轮,150ml<排量≤200ml,销售,294.0
2023,9,慈溪金轮机车制造有限公司,三轮,100ml<排量≤150ml,生产,3.0
2023,9,慈溪金轮机车制造有限公司,三轮,100ml<排量≤150ml,销售,3.0
2023,9,慈溪金轮机车制造有限公司,二轮,110ml<排量≤125ml,生产,2160.0
2023,9,慈溪金轮机车制造有限公司,二轮,110ml<排量≤125ml,销售,2156.0
2023,9,慈溪金轮机车制造有限公司,二轮,125ml<排量≤150ml,生产,345.0
2023,9,慈溪金轮机车制造有限公司,二轮,125ml<排量≤150ml,销售,348.0
2023,9,慈溪金轮机车制造有限公司,二轮,排量≤50ml,生产,105.0
2023,9,慈溪金轮机车制造有限公司,二轮,排量≤50ml,销售,106.0
2023,9,慈溪金轮机车制造有限公司,电动,电动摩托车,生产,335.0
2023,9,慈溪金轮机车制造有限公司,电动,电动摩托车,销售,336.0
2023,9,新大洲本田摩托(苏州)有限公司,二轮,100ml<排量≤110ml,生产,16070.0
2023,9,新大洲本田摩托(苏州)有限公司,二轮,100ml<排量≤110ml,销售,13949.0
2023,9,新大洲本田摩托(苏州)有限公司,二轮,110ml<排量≤125ml,生产,30235.0
2023,9,新大洲本田摩托(苏州)有限公司,二轮,110ml<排量≤125ml,销售,33054.0
2023,9,新大洲本田摩托(苏州)有限公司,二轮,125ml<排量≤150ml,生产,12245.0
2023,9,新大洲本田摩托(苏州)有限公司,二轮,125ml<排量≤150ml,销售,11889.0
2023,9,新大洲本田摩托(苏州)有限公司,二轮,150ml<排量≤200ml,生产,2660.0
2023,9,新大洲本田摩托(苏州)有限公司,二轮,150ml<排量≤200ml,销售,5393.0
2023,9,新大洲本田摩托(苏州)有限公司,二轮,250ml<排量≤400ml,生产,59.0
2023,9,新大洲本田摩托(苏州)有限公司,二轮,250ml<排量≤400ml,销售,1735.0
2023,9,新大洲本田摩托(苏州)有限公司,二轮,排量≤50ml,生产,1440.0
2023,9,新大洲本田摩托(苏州)有限公司,二轮,排量≤50ml,销售,900.0
2023,9,杭州土星动力科技有限公司,二轮,125ml<排量≤150ml,生产,652.0
2023,9,杭州土星动力科技有限公司,二轮,125ml<排量≤150ml,销售,891.0
2023,9,杭州土星动力科技有限公司,二轮,200ml<排量≤250ml,生产,289.0
2023,9,杭州土星动力科技有限公司,二轮,200ml<排量≤250ml,销售,193.0
2023,9,杭州土星动力科技有限公司,二轮,250ml<排量≤400ml,生产,738.0
2023,9,杭州土星动力科技有限公司,二轮,250ml<排量≤400ml,销售,904.0
2023,9,杭州土星动力科技有限公司,二轮,400ml<排量≤500ml,生产,4196.0
2023,9,杭州土星动力科技有限公司,二轮,400ml<排量≤500ml,销售,4551.0
2023,9,杭州土星动力科技有限公司,二轮,500ml<排量≤800ml,销售,145.0
2023,9,江苏众星摩托有限公司,二轮,100ml<排量≤110ml,生产,300.0
2023,9,江苏众星摩托有限公司,二轮,100ml<排量≤110ml,销售,300.0
2023,9,江苏众星摩托有限公司,二轮,110ml<排量≤125ml,生产,5543.0
2023,9,江苏众星摩托有限公司,二轮,110ml<排量≤125ml,销售,5501.0
2023,9,江苏众星摩托有限公司,二轮,125ml<排量≤150ml,生产,4600.0
2023,9,江苏众星摩托有限公司,二轮,125ml<排量≤150ml,销售,4600.0
2023,9,江苏众星摩托有限公司,二轮,150ml<排量≤200ml,生产,2600.0
2023,9,江苏众星摩托有限公司,二轮,150ml<排量≤200ml,销售,2600.0
2023,9,江苏众星摩托有限公司,二轮,90ml<排量≤100ml,生产,400.0
2023,9,江苏众星摩托有限公司,二轮,90ml<排量≤100ml,销售,400.0
2023,9,江苏创新摩托车制造有限公司,二轮,150ml<排量≤200ml,生产,1400.0
2023,9,江苏创新摩托车制造有限公司,二轮,150ml<排量≤200ml,销售,1537.0
2023,9,江苏新日电动车股份有限公司,电动,电动摩托车,生产,36179.0
2023,9,江苏新日电动车股份有限公司,电动,电动摩托车,销售,36034.0
2023,9,江苏新陵摩托车制造有限公司,三轮,150ml<排量≤250ml,生产,1.0
2023,9,江苏新陵摩托车制造有限公司,三轮,150ml<排量≤250ml,销售,1.0
2023,9,江苏新陵摩托车制造有限公司,二轮,150ml<排量≤200ml,生产,1.0
2023,9,江苏新陵摩托车制造有限公司,二轮,150ml<排量≤200ml,销售,1.0
2023,9,江苏新陵摩托车制造有限公司,电动,电动摩托车,生产,181.0
2023,9,江苏新陵摩托车制造有限公司,电动,电动摩托车,销售,181.0
2023,9,江苏林海动力机械集团有限公司,二轮,100ml<排量≤110ml,生产,950.0
2023,9,江苏林海动力机械集团有限公司,二轮,100ml<排量≤110ml,销售,692.0
2023,9,江苏林海动力机械集团有限公司,二轮,110ml<排量≤125ml,生产,83.0
2023,9,江苏林海动力机械集团有限公司,二轮,110ml<排量≤125ml,销售,80.0
2023,9,江苏林海动力机械集团有限公司,二轮,125ml<排量≤150ml,生产,104.0
2023,9,江苏林海动力机械集团有限公司,二轮,125ml<排量≤150ml,销售,166.0
2023,9,江苏林芝山阳集团有限公司,三轮,100ml<排量≤150ml,生产,398.0
